,eof2,lat,lon
0,-0.357658,-12.5578,278.438
0,-0.0424655,-12.5578,151.875
0,-0.030804,-12.5578,154.688
0,-0.0155854,-12.5578,157.5
0,-0.0187609,-12.5578,160.312
0,-0.0217231,-12.5578,163.125
0,-0.0239391,-12.5578,165.938
0,-0.0125202,-12.5578,168.75
0,0.0159424,-12.5578,171.562
0,0.0514188,-12.5578,174.375
0,0.0904023,-12.5578,177.188
0,0.114257,-12.5578,180
0,0.13477,-12.5578,182.812
0,0.143686,-12.5578,185.625
0,0.163682,-12.5578,188.438
0,0.205837,-12.5578,191.25
0,0.218244,-12.5578,194.062
0,0.206852,-12.5578,196.875
0,0.197153,-12.5578,199.688
0,0.187938,-12.5578,202.5
0,0.174165,-12.5578,205.312
0,0.16188,-12.5578,208.125
0,0.154804,-12.5578,210.938
0,0.144561,-12.5578,213.75
0,0.130357,-12.5578,216.562
0,0.121897,-12.5578,219.375
0,0.116308,-12.5578,222.188
0,0.100358,-12.5578,225
0,0.0836481,-12.5578,227.812
0,0.0712194,-12.5578,230.625
0,0.055934,-12.5578,233.438
0,0.0349354,-12.5578,236.25
0,0.011364,-12.5578,239.062
0,-0.0142657,-12.5578,241.875
0,-0.0349119,-12.5578,244.688
0,-0.0541342,-12.5578,247.5
0,-0.0744665,-12.5578,250.312
0,-0.0927529,-12.5578,253.125
0,-0.103879,-12.5578,255.938
0,-0.111638,-12.5578,258.75
0,-0.115189,-12.5578,261.562
0,-0.131233,-12.5578,264.375
0,-0.153523,-12.5578,267.188
0,-0.20065,-12.5578,270
0,-0.251652,-12.5578,272.812
0,-0.308813,-12.5578,275.625
0,0.0383033,12.5578,278.438
0,0.0277815,12.5578,151.875
0,0.0408363,12.5578,154.688
0,0.0519781,12.5578,157.5
0,0.0571457,12.5578,160.312
0,0.0648647,12.5578,163.125
0,0.081514,12.5578,165.938
0,0.0936283,12.5578,168.75
0,0.100074,12.5578,171.562
0,0.106239,12.5578,174.375
0,0.112265,12.5578,177.188
0,0.142647,12.5578,180
0,0.173651,12.5578,182.812
0,0.185277,12.5578,185.625
0,0.198002,12.5578,188.438
0,0.212925,12.5578,191.25
0,0.22281,12.5578,194.062
0,0.228666,12.5578,196.875
0,0.244299,12.5578,199.688
0,0.262725,12.5578,202.5
0,0.255306,12.5578,205.312
0,0.249745,12.5578,208.125
0,0.250691,12.5578,210.938
0,0.249475,12.5578,213.75
0,0.245556,12.5578,216.562
0,0.220955,12.5578,219.375
0,0.186011,12.5578,222.188
0,0.166193,12.5578,225
0,0.151779,12.5578,227.812
0,0.165469,12.5578,230.625
0,0.173095,12.5578,233.438
0,0.168591,12.5578,236.25
0,0.157305,12.5578,239.062
0,0.140592,12.5578,241.875
0,0.120308,12.5578,244.688
0,0.0990047,12.5578,247.5
0,0.0825494,12.5578,250.312
0,0.0670498,12.5578,253.125
0,0.0548951,12.5578,255.938
0,0.0478685,12.5578,258.75
0,0.047252,12.5578,261.562
0,0.0381946,12.5578,264.375
0,0.0249168,12.5578,267.188
0,0.0135852,12.5578,270
0,0.00550873,12.5578,272.812
0,0.0215282,12.5578,275.625
0,-0.00192785,9.76715,278.438
0,0.0289972,9.76715,151.875
0,0.0549912,9.76715,154.688
0,0.0832762,9.76715,157.5
0,0.0944987,9.76715,160.312
0,0.106094,9.76715,163.125
0,0.118996,9.76715,165.938
0,0.126747,9.76715,168.75
0,0.12806,9.76715,171.562
0,0.142003,9.76715,174.375
0,0.162262,9.76715,177.188
0,0.195681,9.76715,180
0,0.227701,9.76715,182.812
0,0.235372,9.76715,185.625
0,0.240355,9.76715,188.438
0,0.23996,9.76715,191.25
0,0.239538,9.76715,194.062
0,0.239094,9.76715,196.875
0,0.245372,9.76715,199.688
0,0.253571,9.76715,202.5
0,0.246285,9.76715,205.312
0,0.238935,9.76715,208.125
0,0.231367,9.76715,210.938
0,0.219842,9.76715,213.75
0,0.203371,9.76715,216.562
0,0.176783,9.76715,219.375
0,0.145137,9.76715,222.188
0,0.121017,9.76715,225
0,0.0996001,9.76715,227.812
0,0.0922808,9.76715,230.625
0,0.0849447,9.76715,233.438
0,0.0775751,9.76715,236.25
0,0.0690083,9.76715,239.062
0,0.0594838,9.76715,241.875
0,0.0479532,9.76715,244.688
0,0.0358495,9.76715,247.5
0,0.0285551,9.76715,250.312
0,0.0207507,9.76715,253.125
0,0.0111611,9.76715,255.938
0,0.00407132,9.76715,258.75
0,0.000106267,9.76715,261.562
0,-0.00838573,9.76715,264.375
0,-0.0191412,9.76715,267.188
0,-0.0309032,9.76715,270
0,-0.0393515,9.76715,272.812
0,-0.0202839,9.76715,275.625
0,-0.0497138,6.97653,278.438
0,0.0329696,6.97653,151.875
0,0.0704383,6.97653,154.688
0,0.113742,6.97653,157.5
0,0.131599,6.97653,160.312
0,0.147648,6.97653,163.125
0,0.157368,6.97653,165.938
0,0.162907,6.97653,168.75
0,0.163221,6.97653,171.562
0,0.183493,6.97653,174.375
0,0.213744,6.97653,177.188
0,0.246056,6.97653,180
0,0.275292,6.97653,182.812
0,0.277854,6.97653,185.625
0,0.275414,6.97653,188.438
0,0.262972,6.97653,191.25
0,0.253602,6.97653,194.062
0,0.24669,6.97653,196.875
0,0.243961,6.97653,199.688
0,0.242428,6.97653,202.5
0,0.234677,6.97653,205.312
0,0.224803,6.97653,208.125
0,0.207499,6.97653,210.938
0,0.185699,6.97653,213.75
0,0.158278,6.97653,216.562
0,0.131203,6.97653,219.375
0,0.104302,6.97653,222.188
0,0.0767754,6.97653,225
0,0.049221,6.97653,227.812
0,0.0220671,6.97653,230.625
0,0.000261933,6.97653,233.438
0,-0.0108455,6.97653,236.25
0,-0.0194482,6.97653,239.062
0,-0.026047,6.97653,241.875
0,-0.0320552,6.97653,244.688
0,-0.0378945,6.97653,247.5
0,-0.0370744,6.97653,250.312
0,-0.0385413,6.97653,253.125
0,-0.0480127,6.97653,255.938
0,-0.0565613,6.97653,258.75
0,-0.0639566,6.97653,261.562
0,-0.0709167,6.97653,264.375
0,-0.0776592,6.97653,267.188
0,-0.0871803,6.97653,270
0,-0.0934764,6.97653,272.812
0,-0.0711945,6.97653,275.625
0,-0.127082,4.18592,278.438
0,0.049537,4.18592,151.875
0,0.0913394,4.18592,154.688
0,0.139354,4.18592,157.5
0,0.165979,4.18592,160.312
0,0.188792,4.18592,163.125
0,0.19826,4.18592,165.938
0,0.211589,4.18592,168.75
0,0.229744,4.18592,171.562
0,0.249986,4.18592,174.375
0,0.271271,4.18592,177.188
0,0.28552,4.18592,180
0,0.296569,4.18592,182.812
0,0.28906,4.18592,185.625
0,0.281018,4.18592,188.438
0,0.27191,4.18592,191.25
0,0.259866,4.18592,194.062
0,0.245471,4.18592,196.875
0,0.236042,4.18592,199.688
0,0.228032,4.18592,202.5
0,0.215915,4.18592,205.312
0,0.199351,4.18592,208.125
0,0.167222,4.18592,210.938
0,0.135858,4.18592,213.75
0,0.105452,4.18592,216.562
0,0.0833339,4.18592,219.375
0,0.0653596,4.18592,222.188
0,0.0369591,4.18592,225
0,0.00617334,4.18592,227.812
0,-0.0332693,4.18592,230.625
0,-0.0657924,4.18592,233.438
0,-0.0844766,4.18592,236.25
0,-0.104909,4.18592,239.062
0,-0.126741,4.18592,241.875
0,-0.140517,4.18592,244.688
0,-0.15199,4.18592,247.5
0,-0.14772,4.18592,250.312
0,-0.148811,4.18592,253.125
0,-0.168665,4.18592,255.938
0,-0.184453,4.18592,258.75
0,-0.195158,4.18592,261.562
0,-0.197349,4.18592,264.375
0,-0.195283,4.18592,267.188
0,-0.191808,4.18592,270
0,-0.185595,4.18592,272.812
0,-0.158883,4.18592,275.625
0,0,1.39531,278.438
0,0.0620033,1.39531,151.875
0,0.105884,1.39531,154.688
0,0.155886,1.39531,157.5
0,0.182463,1.39531,160.312
0,0.204715,1.39531,163.125
0,0.211829,1.39531,165.938
0,0.230441,1.39531,168.75
0,0.263425,1.39531,171.562
0,0.285239,1.39531,174.375
0,0.301469,1.39531,177.188
0,0.302372,1.39531,180
0,0.300203,1.39531,182.812
0,0.288791,1.39531,185.625
0,0.27855,1.39531,188.438
0,0.270648,1.39531,191.25
0,0.258956,1.39531,194.062
0,0.244231,1.39531,196.875
0,0.232879,1.39531,199.688
0,0.22249,1.39531,202.5
0,0.200368,1.39531,205.312
0,0.173456,1.39531,208.125
0,0.129778,1.39531,210.938
0,0.0923964,1.39531,213.75
0,0.0628864,1.39531,216.562
0,0.0465085,1.39531,219.375
0,0.0366966,1.39531,222.188
0,0.00743183,1.39531,225
0,-0.0256469,1.39531,227.812
0,-0.0697837,1.39531,230.625
0,-0.107049,1.39531,233.438
0,-0.130573,1.39531,236.25
0,-0.159766,1.39531,239.062
0,-0.193495,1.39531,241.875
0,-0.215407,1.39531,244.688
0,-0.233943,1.39531,247.5
0,-0.234486,1.39531,250.312
0,-0.240017,1.39531,253.125
0,-0.263006,1.39531,255.938
0,-0.283579,1.39531,258.75
0,-0.301135,1.39531,261.562
0,-0.303892,1.39531,264.375
0,-0.299251,1.39531,267.188
0,-0.297086,1.39531,270
0,-0.291803,1.39531,272.812
0,-0.259101,1.39531,275.625
0,0,-1.39531,278.438
0,0.0682106,-1.39531,151.875
0,0.110726,-1.39531,154.688
0,0.158561,-1.39531,157.5
0,0.171633,-1.39531,160.312
0,0.182146,-1.39531,163.125
0,0.183698,-1.39531,165.938
0,0.203768,-1.39531,168.75
0,0.246985,-1.39531,171.562
0,0.272818,-1.39531,174.375
0,0.289959,-1.39531,177.188
0,0.284716,-1.39531,180
0,0.276913,-1.39531,182.812
0,0.271012,-1.39531,185.625
0,0.263763,-1.39531,188.438
0,0.25382,-1.39531,191.25
0,0.2471,-1.39531,194.062
0,0.242958,-1.39531,196.875
0,0.236972,-1.39531,199.688
0,0.230459,-1.39531,202.5
0,0.189726,-1.39531,205.312
0,0.146883,-1.39531,208.125
0,0.0966562,-1.39531,210.938
0,0.058668,-1.39531,213.75
0,0.0359785,-1.39531,216.562
0,0.0265377,-1.39531,219.375
0,0.0237214,-1.39531,222.188
0,-0.00639299,-1.39531,225
0,-0.0403323,-1.39531,227.812
0,-0.077573,-1.39531,230.625
0,-0.110462,-1.39531,233.438
0,-0.134648,-1.39531,236.25
0,-0.167916,-1.39531,239.062
0,-0.208451,-1.39531,241.875
0,-0.239064,-1.39531,244.688
0,-0.266844,-1.39531,247.5
0,-0.28481,-1.39531,250.312
0,-0.302131,-1.39531,253.125
0,-0.317191,-1.39531,255.938
0,-0.338806,-1.39531,258.75
0,-0.368614,-1.39531,261.562
0,-0.380082,-1.39531,264.375
0,-0.382379,-1.39531,267.188
0,-0.403355,-1.39531,270
0,-0.419513,-1.39531,272.812
0,-0.378438,-1.39531,275.625
0,0,-4.18592,278.438
0,0.0533928,-4.18592,151.875
0,0.0892883,-4.18592,154.688
0,0.128973,-4.18592,157.5
0,0.131713,-4.18592,160.312
0,0.134304,-4.18592,163.125
0,0.136371,-4.18592,165.938
0,0.158312,-4.18592,168.75
0,0.205097,-4.18592,171.562
0,0.233593,-4.18592,174.375
0,0.252947,-4.18592,177.188
0,0.250694,-4.18592,180
0,0.245939,-4.18592,182.812
0,0.242776,-4.18592,185.625
0,0.240122,-4.18592,188.438
0,0.238485,-4.18592,191.25
0,0.243274,-4.18592,194.062
0,0.253205,-4.18592,196.875
0,0.247546,-4.18592,199.688
0,0.237433,-4.18592,202.5
0,0.188749,-4.18592,205.312
0,0.14006,-4.18592,208.125
0,0.0913545,-4.18592,210.938
0,0.0574037,-4.18592,213.75
0,0.0418959,-4.18592,216.562
0,0.0358868,-4.18592,219.375
0,0.0346271,-4.18592,222.188
0,0.00600851,-4.18592,225
0,-0.0260897,-4.18592,227.812
0,-0.0586654,-4.18592,230.625
0,-0.0882617,-4.18592,233.438
0,-0.111899,-4.18592,236.25
0,-0.14327,-4.18592,239.062
0,-0.180827,-4.18592,241.875
0,-0.210871,-4.18592,244.688
0,-0.23877,-4.18592,247.5
0,-0.260852,-4.18592,250.312
0,-0.280897,-4.18592,253.125
0,-0.293812,-4.18592,255.938
0,-0.31304,-4.18592,258.75
0,-0.340161,-4.18592,261.562
0,-0.3561,-4.18592,264.375
0,-0.366449,-4.18592,267.188
0,-0.402295,-4.18592,270
0,-0.437266,-4.18592,272.812
0,-0.439733,-4.18592,275.625
0,0,-6.97653,278.438
0,0.0247983,-6.97653,151.875
0,0.0506302,-6.97653,154.688
0,0.0782443,-6.97653,157.5
0,0.0727308,-6.97653,160.312
0,0.0699012,-6.97653,163.125
0,0.0764649,-6.97653,165.938
0,0.100549,-6.97653,168.75
0,0.146533,-6.97653,171.562
0,0.176807,-6.97653,174.375
0,0.199224,-6.97653,177.188
0,0.205947,-6.97653,180
0,0.20993,-6.97653,182.812
0,0.20769,-6.97653,185.625
0,0.210679,-6.97653,188.438
0,0.224128,-6.97653,191.25
0,0.244711,-6.97653,194.062
0,0.271001,-6.97653,196.875
0,0.262367,-6.97653,199.688
0,0.243756,-6.97653,202.5
0,0.194104,-6.97653,205.312
0,0.146177,-6.97653,208.125
0,0.104282,-6.97653,210.938
0,0.0774113,-6.97653,213.75
0,0.0693219,-6.97653,216.562
0,0.0644475,-6.97653,219.375
0,0.0611807,-6.97653,222.188
0,0.0355947,-6.97653,225
0,0.00710801,-6.97653,227.812
0,-0.0222646,-6.97653,230.625
0,-0.0492784,-6.97653,233.438
0,-0.0715746,-6.97653,236.25
0,-0.0971335,-6.97653,239.062
0,-0.125303,-6.97653,241.875
0,-0.148703,-6.97653,244.688
0,-0.170742,-6.97653,247.5
0,-0.188222,-6.97653,250.312
0,-0.205052,-6.97653,253.125
0,-0.219608,-6.97653,255.938
0,-0.234204,-6.97653,258.75
0,-0.24885,-6.97653,261.562
0,-0.266483,-6.97653,264.375
0,-0.28561,-6.97653,267.188
0,-0.330907,-6.97653,270
0,-0.38297,-6.97653,272.812
0,-0.462995,-6.97653,275.625
0,-0.451082,-9.76715,278.438
0,-0.00868439,-9.76715,151.875
0,0.00975067,-9.76715,154.688
0,0.030558,-9.76715,157.5
0,0.0252451,-9.76715,160.312
0,0.0218092,-9.76715,163.125
0,0.0249421,-9.76715,165.938
0,0.0435977,-9.76715,168.75
0,0.0816566,-9.76715,171.562
0,0.114577,-9.76715,174.375
0,0.144928,-9.76715,177.188
0,0.160374,-9.76715,180
0,0.172762,-9.76715,182.812
0,0.175594,-9.76715,185.625
0,0.186852,-9.76715,188.438
0,0.21496,-9.76715,191.25
0,0.233466,-9.76715,194.062
0,0.244288,-9.76715,196.875
0,0.234837,-9.76715,199.688
0,0.219593,-9.76715,202.5
0,0.186049,-9.76715,205.312
0,0.154304,-9.76715,208.125
0,0.128852,-9.76715,210.938
0,0.110187,-9.76715,213.75
0,0.100007,-9.76715,216.562
0,0.0935821,-9.76715,219.375
0,0.089034,-9.76715,222.188
0,0.0680416,-9.76715,225
0,0.0451701,-9.76715,227.812
0,0.0237093,-9.76715,230.625
0,0.0021929,-9.76715,233.438
0,-0.019435,-9.76715,236.25
0,-0.0435156,-9.76715,239.062
0,-0.0695584,-9.76715,241.875
0,-0.0909958,-9.76715,244.688
0,-0.111117,-9.76715,247.5
0,-0.129389,-9.76715,250.312
0,-0.146531,-9.76715,253.125
0,-0.159714,-9.76715,255.938
0,-0.17075,-9.76715,258.75
0,-0.179101,-9.76715,261.562
0,-0.196169,-9.76715,264.375
0,-0.217596,-9.76715,267.188
0,-0.264792,-9.76715,270
0,-0.318253,-9.76715,272.812
0,-0.396066,-9.76715,275.625
