,pc1,pc2,pc3,pc4
1493,-3.12132,-1.1897,2.38722,-0.842915
1494,1.94838,3.15749,1.43275,-1.39526
1495,3.22619,0.444385,2.79114,-0.885078
1496,1.15581,1.89869,-0.214647,-0.182151
1497,2.9063,3.47823,-1.08726,-1.37157
1498,0.0182615,1.54882,-0.983412,-0.633207
1499,-1.4591,1.02453,1.89797,-1.69696
1500,8.5468,3.07125,-1.81055,-1.86703
1501,9.41714,0.75493,-0.208929,-2.21486
1502,4.42082,0.475291,1.0664,-2.01036
1503,8.82905,-2.0801,-0.298309,-2.18148
1504,7.74692,-3.01673,0.716672,-1.78163
1505,5.63778,-2.78205,2.90968,-1.56203
1506,9.43034,-3.16667,0.72371,-1.62202
1507,9.04496,-0.626674,0.869906,-0.106475
1508,3.35625,1.42358,-0.0457308,-1.90221
1509,2.19792,-0.323854,-2.10851,-1.32611
1510,3.38678,1.11973,-2.45284,1.08905
1511,-1.20599,-0.169343,-3.7151,1.79134
1512,-3.85911,-0.361799,-2.13033,1.25942
1513,-0.290164,0.54616,-2.86,0.16775
1514,0.658279,2.03975,-0.323968,-0.49117
1515,-3.94627,4.12,-0.120644,-1.44234
1516,-9.26804,3.48367,-0.441055,-3.02109
1517,-12.6029,5.69513,1.68787,-3.52585
1518,-9.7952,2.9824,1.03678,-3.40828
1519,-12.8721,-0.501419,3.04098,-3.5549
1520,-19.0912,-3.80662,3.55287,-2.18228
1521,-24.1232,-5.4511,4.06979,-1.25093
1522,-27.5656,-7.98616,3.97983,-1.81686
1523,-32.2969,-12.8602,5.27215,1.90101
1524,-32.5477,-12.4564,6.04486,4.88345
1525,-27.079,-10.7247,7.89073,7.02559
1526,-21.5189,-10.671,5.44423,4.55864
1527,-17.3253,-14.1045,0.740607,2.23224
1528,-19.6136,-16.083,-2.24322,-1.86591
1529,-18.4715,-17.1087,-6.05226,-2.27645
1530,-13.4712,-16.0377,-6.85458,-2.58768
1531,-10.6983,-14.9345,-4.26704,-0.906071
1532,-6.13179,-10.3229,-2.15178,0.905654
1533,-0.424686,-8.82446,-2.82504,3.27003
1534,3.18546,-4.3324,-1.28,5.72726
1535,1.73429,-2.57034,-4.12438,4.91083
1536,3.99927,-1.02598,-4.50233,7.66386
1537,2.7255,-3.1186,-0.57272,7.65247
1538,2.05837,-5.22227,1.66454,5.80533
1539,3.17462,-6.29888,2.27335,5.54861
1540,6.46236,-3.49996,3.91929,5.53293
1541,8.46095,-1.05602,4.20156,4.91098
1542,6.4895,-0.252887,2.73671,1.46389
1543,5.43117,-1.76909,2.38219,2.39172
1544,1.50869,2.12587,-0.668434,2.56473
1545,6.85313,0.111243,-0.042813,2.62995
1546,8.91224,-2.58411,-1.45411,1.9962
1547,14.1152,-3.47752,-1.06246,3.17342
1548,11.9161,-1.72881,-0.748401,1.60762
1549,13.3678,-1.52113,0.0360969,2.56188
1550,11.9147,-4.32274,1.66658,3.63534
1551,11.2153,-2.15685,2.40347,2.69676
1552,10.3802,-0.716961,3.30066,2.86881
1553,9.92826,-0.0201597,3.24512,0.605843
1554,9.86113,3.78828,2.71271,0.698424
1555,7.19599,4.24062,2.145,-0.452752
1556,6.42031,4.33291,0.588265,-1.47833
1557,6.59841,2.40143,0.626596,-0.0810135
1558,5.89574,4.55036,0.0300095,-1.15326
1559,5.6768,4.24465,-0.823046,-0.827749
1560,6.95889,2.02305,-3.4673,-0.120386
1561,4.79406,-0.050699,-5.01208,-0.094288
1562,4.00189,0.00388907,-3.01444,-0.314507
1563,3.78669,1.32296,-0.262322,0.400255
1564,3.5599,1.75283,0.44246,-0.0328102
1565,1.12641,5.26198,1.64988,-0.524316
1566,-0.266986,4.39404,1.10757,-1.83295
1567,-2.88038,3.92334,-0.135376,-1.97264
1568,-8.67975,3.69881,2.01932,-2.77914
1569,-11.1731,3.09913,2.15111,-1.7104
1570,-13.6187,2.57319,3.68613,0.353632
1571,-12.4938,1.88482,5.01908,1.34829
1572,-13.0242,-0.778464,3.72226,1.26014
1573,-12.9699,-1.5016,2.53064,0.732655
1574,-14.4427,-3.31967,3.05773,1.85356
1575,-12.717,-4.73343,3.72808,2.46345
1576,-12.0817,-5.02296,2.24942,-0.685874
1577,-14.9525,-1.9342,4.05512,-0.94506
1578,-17.8175,-1.61738,4.83909,-0.863901
1579,-19.1667,-1.66277,3.37073,-1.1748
1580,-23.1347,-0.751331,1.60979,-1.23474
1581,-20.039,-0.672825,0.409163,-0.623785
1582,-19.4348,3.33527,-0.652834,0.657419
1583,-16.8,0.634376,-1.30128,0.903783
1584,-11.2802,2.61694,-1.02645,1.76032
1585,-5.82194,2.62661,0.36717,3.01468
1586,-2.19509,0.306009,1.46826,3.1104
1587,3.4176,0.803905,1.39543,4.85225
1588,10.1239,1.91095,-1.22192,3.54068
1589,15.1136,4.41595,0.324175,4.80224
1590,17.9621,4.12626,-0.359721,2.97811
1591,17.066,1.92339,-0.360772,2.32381
1592,12.587,0.858892,0.558294,-0.154037
1593,19.3246,-2.76601,-1.19139,1.45787
1594,22.0401,-4.74354,-2.04433,1.80967
1595,22.6735,-3.80064,-2.34584,1.11088
1596,20.3956,-7.37196,-3.7057,2.11376
1597,15.5147,-10.1845,-2.47394,2.14671
1598,15.4506,-6.17711,-1.07311,1.84641
1599,11.2263,-5.29776,-1.04918,0.650539
1600,9.16906,-2.03484,0.625007,-0.20753
1601,8.15558,-3.66321,2.05207,-1.01174
1602,6.90696,-1.14009,-0.659834,-1.47841
1603,6.62233,-0.898726,-0.606585,-0.980543
1604,4.69866,-0.0911584,-0.467191,-1.15166
1605,4.97971,-0.445254,-1.20655,-1.60041
1606,3.57773,0.391776,-0.874709,-0.887724
1607,2.48799,3.07434,-0.464813,-0.987296
1608,1.55424,3.05749,-1.57536,-1.04556
1609,-1.37795,1.00839,-1.5067,-1.13697
1610,-0.98655,2.57554,-0.555995,-1.18882
1611,-2.99587,1.13669,-0.490552,-0.366334
1612,-2.89952,-0.473279,0.0298843,-1.84099
1613,-0.807472,1.39116,-1.17669,-1.93261
1614,0.549308,4.85822,-0.925675,-1.30208
1615,-2.77308,4.97321,-1.64042,-1.66567
1616,-4.01681,4.39922,-1.33337,-2.16867
1617,-3.99334,6.3394,-1.34319,-1.00013
1618,-2.21961,6.60142,-0.763569,-1.90978
1619,-3.89739,6.55845,-0.795884,-3.42114
1620,-4.72251,6.91532,-0.462561,-1.92662
1621,-2.6235,4.80716,-1.70507,-1.90953
1622,-1.68165,3.08923,-1.11036,-1.67973
1623,-2.77741,5.38078,-0.650966,0.128623
1624,-8.25617,1.73538,-0.833077,-0.08282
1625,-11.1689,1.39516,0.910497,-0.53982
1626,-11.5767,0.90917,-1.43327,-1.04562
1627,-9.17785,3.22931,-1.36383,-0.449568
1628,-8.08993,3.81362,-0.485348,-1.71383
1629,-11.8898,2.91915,1.47387,-1.54865
1630,-13.4739,2.42873,3.59237,-1.07027
1631,-16.5467,1.06804,6.16669,0.529802
1632,-14.8224,-0.856736,8.12739,1.20028
1633,-13.8136,-0.874023,7.05122,1.074
1634,-13.7448,-2.84538,6.19706,0.465043
1635,-15.8287,-4.18461,4.19122,0.81666
1636,-16.766,-4.14152,2.64815,-1.65298
1637,-8.41332,1.66714,1.71089,-1.8611
1638,-5.28807,6.04011,1.46382,-1.46022
1639,-1.92288,4.34575,0.306223,-0.483672
1640,-1.97537,4.98841,-0.711253,-0.621767
1641,-1.4919,3.25311,-1.23999,-0.824735
1642,-2.7663,2.83775,1.8992,0.782337
1643,-2.16829,3.91421,2.39678,-0.587543
1644,-4.29371,3.03224,2.53068,0.338016
1645,-6.51628,-0.321781,1.71208,0.931657
1646,-7.57048,-1.28838,2.78306,1.41098
1647,-11.0534,-3.627,3.24607,1.30951
1648,-12.9466,-3.81202,4.11455,0.233619
1649,-9.52017,-1.10844,3.12659,-0.65603
1650,-5.61798,2.13797,2.85548,-1.57739
1651,-4.52708,2.10922,1.45057,-1.73948
1652,-7.01353,2.01926,1.49732,-1.49044
1653,-7.74667,0.269693,1.31309,-0.285943
1654,-6.19466,2.59551,1.58183,0.00552506
1655,-6.08327,2.26538,-0.170669,0.156911
1656,-4.60707,1.58447,-0.338512,0.976948
1657,0.667965,1.94605,-0.0730582,1.73488
1658,-0.303622,3.77397,0.839349,1.99783
1659,-0.501664,4.44244,1.91135,2.54064
1660,-3.01357,2.95868,1.55284,1.30582
1661,-3.7843,3.96342,2.45554,0.553573
1662,-1.13446,8.35962,0.251631,-1.58954
1663,-2.6288,10.406,1.19188,-2.51958
1664,-6.19094,6.70023,0.642652,-2.29229
1665,-11.8125,3.13877,0.798549,-1.98147
1666,-13.1584,2.61768,2.20615,-1.48039
1667,-13.0278,1.55001,2.27349,-0.796329
1668,-11.7843,0.221285,0.624185,-0.219589
1669,-8.54571,1.48612,-0.380624,0.236525
1670,-5.13461,4.20581,-0.0623854,0.589284
1671,-1.37063,4.30986,0.791309,1.48415
1672,0.179038,5.04825,1.09727,2.37012
1673,-2.43829,3.15489,0.813593,1.7836
1674,-1.07799,2.86427,-0.752234,1.18807
1675,3.49245,4.25635,-1.37249,0.953682
1676,3.86201,3.27974,-3.28326,0.0915825
1677,7.45037,0.97679,-3.02263,0.925456
1678,7.81925,0.81581,-3.13626,0.623155
1679,7.8436,1.81882,-5.22048,1.01964
1680,7.44028,0.625585,-5.72243,1.47722
1681,8.106,-0.762597,-5.74351,1.37664
1682,5.07208,-2.53203,-2.94782,0.643022
1683,7.87654,1.03725,0.986419,1.94665
1684,7.76604,1.13743,0.805527,0.298064
1685,6.17232,2.79168,2.09862,0.352502
1686,5.06685,2.67082,1.33939,-0.181109
1687,4.53032,2.91686,-0.46536,-0.298676
1688,3.853,2.89789,-1.07028,0.13746
1689,4.39027,1.94197,-1.16044,1.3395
1690,4.69719,3.15909,0.772146,2.65401
1691,7.9173,4.16328,-1.07261,2.66903
1692,6.79684,5.29557,-2.93316,0.0575583
1693,5.46551,2.98444,-3.75388,-1.47783
1694,-0.0058696,0.104748,-3.08583,-1.38328
1695,-4.93766,0.845333,-1.46589,-2.54675
1696,-12.8915,-3.81989,-1.77873,-3.68598
1697,-18.5875,-6.9968,-2.3319,-4.31775
1698,-23.6623,-9.40315,-4.40981,-5.26281
1699,-29.5167,-11.2331,-1.88903,-5.09248
1700,-32.8981,-11.5134,-0.563573,-4.09978
1701,-33.7867,-12.9954,1.27535,-2.92197
1702,-36.1871,-12.687,0.827736,-2.38238
1703,-36.0441,-14.8928,-1.03967,-0.400695
1704,-33.7624,-13.8697,1.61196,1.40431
1705,-27.3326,-10.858,1.84068,1.98569
1706,-21.6398,-10.7281,1.83039,2.89738
1707,-16.7737,-13.6962,-0.700742,3.55157
1708,-14.1665,-12.3971,-1.7938,2.34101
1709,-4.01641,-7.60622,-5.31449,0.925885
1710,-0.547431,-7.96268,-6.01257,1.83815
1711,-0.174657,-8.2652,-4.90049,2.47607
1712,2.68029,-5.40753,-3.40907,3.39563
1713,7.55318,-8.1454,-3.80187,4.13308
1714,8.4665,-7.26303,-2.07501,5.66404
1715,12.3313,-7.81907,-4.48978,6.04153
1716,14.8187,-7.41102,-2.73774,5.98624
1717,12.9133,-10.6273,-1.37609,4.50543
1718,9.15995,-10.6869,-0.850295,3.97579
1719,12.2579,-6.72396,1.50713,3.69403
1720,9.99706,-6.86879,0.65836,1.96425
1721,11.3295,-4.15068,1.22388,0.561387
1722,12.0391,-2.61886,1.12886,0.300086
1723,11.9612,-3.26732,-0.629539,1.29869
1724,12.0613,-1.13773,0.895997,1.88414
1725,13.4633,-2.22601,-0.181446,1.17557
1726,17.1776,-1.38992,0.0301756,1.78726
1727,18.8488,-3.41822,-0.990344,3.318
1728,19.3857,-3.60884,-3.57585,4.70932
1729,15.3889,-7.45676,-3.29835,4.47364
1730,11.3538,-9.03602,-0.412333,4.31935
1731,6.38335,-9.9157,0.11821,3.65673
1732,6.85268,-7.42114,1.13397,1.71079
1733,9.27137,-1.61866,2.92079,-0.116145
1734,9.01592,0.797305,1.39903,-0.883046
1735,7.53735,1.27376,-0.446456,-0.781686
1736,5.38761,0.380764,-1.82159,-1.18734
1737,6.6211,-2.87432,-2.19376,-0.860823
1738,8.87085,-0.740815,-1.37276,1.96422
1739,8.42718,-3.976,-1.20894,2.54653
1740,8.22983,-3.46075,-2.01192,4.03771
1741,7.19559,-6.96338,-1.07653,5.00604
1742,1.90062,-8.62963,-2.42246,4.46354
1743,0.95408,-6.43537,-2.10204,3.28375
1744,2.07467,-2.57492,-0.36013,3.2559
1745,1.80584,0.192629,1.72274,2.63247
1746,1.49141,4.0954,-0.244241,0.543713
1747,0.747448,4.49236,-0.883468,0.866774
1748,2.03907,6.07035,-1.19473,1.3501
1749,2.65154,5.2396,-0.587701,2.1995
1750,3.66303,6.05837,-1.21274,1.6952
1751,4.12285,2.81206,-2.80515,0.843526
1752,3.36171,4.79282,-2.46183,0.864357
1753,0.787102,2.36972,-3.18651,0.780082
1754,-1.94127,-1.561,-3.44883,1.62167
1755,-3.41903,0.437746,-3.50466,1.18719
1756,-4.99582,1.66035,-2.79394,0.116093
1757,-7.22572,3.68782,0.314783,-1.12092
1758,-5.60045,5.02635,0.60732,-0.753202
1759,-6.78421,5.05321,2.20335,-0.596201
1760,-9.81627,3.87029,2.14515,-1.13325
1761,-12.8955,1.7202,1.4197,-1.71876
1762,-15.8396,1.62154,1.71447,-1.11112
1763,-15.5003,1.10671,2.68001,-0.29633
1764,-10.1356,3.95379,1.98223,0.963715
1765,-6.67728,3.98292,-0.0191904,0.781268
1766,-5.4496,5.62561,-0.692356,2.06136
1767,-0.405791,4.53497,-1.15249,2.55228
1768,5.34247,5.63881,-0.737117,1.81105
1769,1.87349,6.53981,0.665379,1.28034
1770,-1.93237,4.33828,-0.556008,0.4541
1771,-3.31166,3.67222,-2.25099,0.268257
1772,-5.07652,4.3261,-2.33707,0.651273
1773,-7.68695,2.0819,-3.37954,1.73821
1774,-8.67681,2.10829,-3.43325,1.8328
1775,-6.57829,1.76507,-3.99425,1.27758
1776,-6.03395,2.13622,-4.41467,2.09615
1777,-2.82486,1.29318,-4.74499,1.72716
1778,-1.23939,0.223445,-3.30295,1.77937
1779,-1.36459,1.04616,-1.67295,2.61909
1780,0.259542,4.16886,1.4359,1.41073
1781,-1.10195,5.49705,1.62621,-0.500898
1782,-0.961974,7.72463,0.594323,0.163686
1783,-3.7654,7.56771,0.909298,0.375495
1784,-8.19576,7.11335,-1.16412,-0.154483
1785,-8.87315,4.69193,-2.0179,-0.0570363
1786,-9.97789,4.83347,-1.91373,-0.04876
1787,-10.2994,3.64813,-1.8575,1.08738
1788,-7.06879,5.09439,-2.8839,0.470985
1789,-1.24659,4.79336,-1.23371,1.09867
1790,-2.76108,3.63291,-0.0274375,2.11703
1791,-4.12914,0.748361,-0.293089,1.18078
1792,-5.79546,-0.417202,0.0262233,1.4318
1793,-4.8339,1.21315,1.36985,2.4772
1794,-3.0098,0.970343,-1.00097,1.85339
1795,-3.82877,1.12533,-2.88773,2.16613
1796,-1.17217,4.20191,-1.39735,2.4078
1797,0.881079,4.04891,-1.09993,3.59996
1798,5.21734,5.62839,-0.51379,3.56325
1799,6.56248,2.96352,-2.82284,3.83562
1800,7.02704,-2.50645,-3.54905,3.88799
1801,5.40846,-7.46281,-2.02195,3.05633
1802,4.99299,-3.90632,-1.90213,3.03719
1803,2.78335,-0.664096,-0.33699,3.61725
1804,-0.669005,-1.24906,-0.888239,2.58205
1805,-0.689296,1.05571,-0.736718,1.08398
1806,-2.05438,0.561886,-1.22306,-0.839419
1807,-7.27348,1.12346,-3.11965,-2.30417
1808,-12.8552,0.750758,-3.70083,-3.1719
1809,-14.7168,-0.40694,-3.39085,-3.25666
1810,-14.9962,2.14383,-1.38633,-2.60446
1811,-14.7536,1.00819,-0.443662,-0.500825
1812,-9.43476,-1.42509,-1.78075,0.903586
1813,-3.40995,0.224532,-2.30382,2.69186
1814,0.470228,2.37321,-1.43306,3.26356
1815,0.283658,2.47488,0.689937,4.39667
1816,4.61207,3.11054,1.39948,4.01154
1817,3.85842,4.83914,1.57984,2.61587
1818,5.82297,4.98544,-1.09836,3.21512
1819,8.14222,5.96364,-1.44096,2.93194
1820,10.944,5.34656,-0.535105,2.43133
1821,15.5832,3.12402,-2.4293,2.54926
1822,20.1027,1.98563,2.11142,2.87797
1823,19.1223,-0.532,0.304603,1.7768
1824,20.9444,-6.39725,-0.947367,1.90239
1825,19.2034,-10.4383,-3.41095,0.972845
1826,12.6194,-11.56,-1.29579,-0.77965
1827,9.57723,-9.84165,-0.138432,0.761575
1828,5.67826,-9.74273,1.28727,0.286929
1829,4.01559,-8.27852,1.70037,-0.184485
1830,1.19767,-7.36089,0.358316,-0.544798
1831,-1.74205,-7.48679,-1.06449,-0.121942
1832,-0.790267,-5.92735,-0.721901,-0.821933
1833,2.65276,-4.30977,-0.959251,0.199485
1834,5.40428,-3.63195,1.33807,1.2977
1835,8.26787,-4.15721,-1.37261,1.7866
1836,8.88868,-5.35477,-2.50729,2.76929
1837,8.64057,-6.8304,-0.932815,2.25568
1838,7.48019,-3.46903,0.41832,2.2468
1839,1.95505,-5.42089,-0.723029,0.826656
1840,-3.79836,-3.36175,-0.657927,0.185392
1841,-8.25858,-1.39528,-2.50479,-1.40686
1842,-9.56884,-1.19285,-3.25305,-1.84769
1843,-11.3,0.154144,-3.60113,-2.25764
1844,-11.4627,2.34891,-1.45915,-1.93229
1845,-13.3731,3.89513,-1.27773,-2.04097
1846,-17.0232,4.30099,1.55209,-0.117851
1847,-19.1393,3.00606,2.10133,-0.13252
1848,-14.7647,5.31551,1.79851,0.198971
1849,-9.57136,2.39953,2.62114,-0.274285
1850,-7.4277,1.67537,2.65739,0.358864
1851,-7.6058,-0.961671,-1.22799,0.462573
1852,-0.963022,-1.33975,-2.11095,1.47849
1853,5.91237,1.22678,-2.48575,2.17251
1854,12.3862,2.02817,-1.54963,2.2257
1855,14.4432,-0.547943,-1.54612,1.58697
1856,16.7248,-2.60273,-1.83758,0.23017
1857,21.2923,-3.1691,-0.384153,1.56815
1858,21.0678,-3.93023,0.494128,1.95179
1859,22.6903,-3.60275,-0.529001,1.52289
1860,21.5246,-7.15019,-3.18427,-0.795106
1861,16.9864,-9.666,-4.82394,-1.98651
1862,13.8328,-6.71703,-4.37613,-1.90507
1863,9.74627,-7.1024,-4.72848,-2.29635
1864,6.56038,-7.35287,-3.00404,-2.07696
1865,4.13802,-7.77184,-2.16063,-2.08579
1866,5.54948,-5.28657,-1.57915,-2.90689
1867,7.79158,-4.09198,-1.82119,-2.20986
1868,9.14596,-2.95785,0.472268,-1.38873
1869,12.6262,-3.2919,-0.85121,-0.720762
1870,14.4216,-2.86101,-0.443684,-0.311055
1871,15.0673,-4.94062,-0.123389,-0.142331
1872,13.2986,-6.39145,-1.20116,1.81679
1873,6.53565,-9.7429,-1.16706,3.79324
1874,4.7141,-7.82176,0.0313207,5.2544
1875,0.435138,-9.03987,-1.64549,3.87792
1876,-0.431678,-7.27547,-0.735985,4.07691
1877,-4.06322,-9.19339,-0.259761,2.49949
1878,-5.77671,-7.42997,-0.59358,1.51155
1879,-7.10492,-2.47261,0.329188,0.507469
1880,-6.83276,-0.800961,-1.0979,0.176662
1881,-4.16765,1.6005,-1.68261,0.60422
1882,-3.6226,2.41609,-0.55568,1.58601
1883,0.504679,2.78533,-2.08883,1.45668
1884,3.82285,2.08289,-3.09172,2.88671
1885,4.62918,-0.603738,-1.94234,3.37943
1886,1.41239,-4.43611,0.297833,2.50633
1887,1.50449,-0.392513,0.865544,3.17868
1888,5.03343,2.83146,1.25839,2.17224
1889,6.36376,4.92221,1.96709,1.5981
1890,7.26049,5.42341,0.0480261,0.914626
1891,5.08682,4.88044,-2.05901,0.985147
1892,0.970315,2.79047,-1.828,0.301438
1893,2.29805,0.337841,-3.39568,-0.589376
1894,0.636019,3.09533,-1.61716,-0.0434314
1895,0.862643,1.07136,-1.81046,-0.778722
1896,4.38168,-1.32395,-4.28693,0.0459062
1897,6.44861,3.6405,-4.14833,0.171222
1898,0.337832,2.83785,-3.66451,-1.88795
1899,-2.74395,2.46077,-1.34147,-1.11698
1900,-7.48946,0.022273,-3.01319,-3.27449
1901,-8.6927,-0.912611,-5.60704,-4.39293
1902,-6.08795,-0.107619,-6.11179,-4.12605
1903,-6.13619,0.447337,-7.05802,-2.8963
1904,-7.16419,2.43981,-6.13112,-2.55371
1905,-8.56528,1.16475,-5.78537,-2.85348
1906,-11.1495,2.72412,-3.23531,-2.51129
1907,-9.88703,3.294,-2.74498,-0.885795
1908,-7.21567,5.46937,-3.46722,2.08132
1909,-5.33835,6.82717,-2.97638,0.44225
1910,-5.73877,6.078,-2.12156,-1.1438
1911,-11.1629,3.24714,-3.55385,-3.04815
1912,-15.9667,-0.417128,-3.12094,-4.51514
1913,-19.0822,-0.593015,-2.38318,-5.96054
1914,-23.4087,-1.72005,-2.9833,-6.53116
1915,-26.5258,-0.213342,-0.980546,-6.29018
1916,-30.6706,-1.72872,-2.42378,-5.75057
1917,-31.6582,-2.49374,-0.671171,-3.49429
1918,-33.9153,-0.483365,0.718317,-2.68364
1919,-32.6547,-2.8837,0.920066,-0.77923
1920,-30.0794,-2.88403,1.86684,2.46575
1921,-23.2521,-0.181383,3.02189,3.28297
1922,-21.0486,-0.549708,0.101018,2.90855
1923,-15.2392,1.29787,1.01641,4.08302
1924,-9.6785,1.76606,-1.11293,3.17362
1925,-7.56041,3.32462,-5.23122,1.82668
1926,-1.99323,5.0856,-6.71023,2.2517
1927,-0.600051,3.96759,-6.98947,1.69534
1928,-2.2442,1.32039,-7.21642,0.731122
1929,1.09784,-0.46467,-7.77985,3.03794
1930,0.159173,-0.388797,-5.13381,4.74905
1931,-0.77863,-0.525927,-4.75692,4.9212
1932,-3.24879,-1.84061,-7.26505,5.37242
1933,-7.11823,-5.48146,-7.04558,4.06275
1934,-8.06909,-6.46137,-6.99473,2.52907
1935,-8.35276,-3.09127,-4.45954,2.96419
1936,-7.86667,-1.53596,-2.11849,1.57993
1937,-5.87305,3.22003,-1.40375,1.2451
1938,-3.80545,4.56575,-2.75154,0.531109
1939,-0.709298,4.64161,-5.24782,0.127118
1940,2.46981,5.14401,-5.06393,0.247996
1941,3.23681,4.67148,-3.87724,0.597872
1942,7.69052,6.5551,-4.30347,-0.522035
1943,9.08303,5.88342,-3.23919,-0.122738
1944,9.77194,5.76086,-3.40398,2.88218
1945,10.4687,1.94996,-4.55467,0.334076
1946,8.26528,1.83116,-4.89787,-2.39375
1947,3.27643,3.35625,-4.29556,-3.07795
1948,0.934558,2.76257,-2.94398,-3.64182
1949,-1.35983,4.1926,-2.56087,-3.44603
1950,-2.6954,3.109,-3.188,-4.32815
1951,-3.10408,5.78924,-4.49382,-4.47197
1952,-6.49157,5.73586,-4.77586,-4.54638
1953,-11.6476,5.49464,-5.79658,-3.31865
1954,-13.2763,5.41545,-3.01423,-2.76432
1955,-12.1119,3.23409,-2.83397,-3.0651
1956,-7.52221,2.1787,-2.25226,0.337636
1957,-7.22664,1.9336,-2.00052,0.0507727
1958,-9.68963,2.23416,0.342575,1.5946
1959,-9.24756,2.63248,0.77492,2.13975
1960,-8.82001,3.14488,-1.49663,-1.51071
1961,-7.41259,5.85228,-1.33034,-1.87031
1962,-5.04833,9.15509,-4.53053,-2.18582
1963,-4.1859,9.44043,-6.41361,-2.2895
1964,-3.00286,9.49747,-4.87235,-1.96642
1965,-5.80896,10.0523,-3.65643,-1.82356
1966,-8.79866,8.3464,-1.55707,-0.875335
1967,-9.18657,7.96891,-3.41499,-0.00808986
1968,-6.41567,6.5831,-2.97889,0.939956
1969,-7.02379,2.71903,-5.19155,0.656734
1970,-8.02245,4.17074,-5.01164,1.89065
1971,-9.78625,3.0433,-4.2599,2.12384
1972,-1.04262,1.91074,-3.76169,0.353937
1973,2.40837,5.69189,-3.43202,0.514201
1974,4.68146,5.57903,-3.23582,-0.611237
1975,5.1241,4.00464,-5.19313,0.876852
1976,9.09877,6.49463,-4.31996,0.523855
1977,12.7914,3.11622,-5.16683,-0.98752
1978,12.3551,3.19011,-4.90193,-1.20398
1979,10.9171,-0.489161,-3.65296,-1.06186
1980,13.1332,-4.68093,-2.72582,0.284924
1981,12.1816,-5.13937,-2.40727,1.19221
1982,6.94873,-3.36283,-1.69245,1.58285
1983,6.55633,0.316265,-1.88402,1.06354
